family,beak_length,beak_width,beak_depth,tarsus_length,wing_length,tail_length
Paradisaeidae,30,8,7,50,148,74
Paradisaeidae,29,8,8,49,152,71
Paradisaeidae,20,6,8,47,155,75
Paradisaeidae,23,6,8,50,151,84
Paradisaeidae,31,6,10,46,150,73
Paradisaeidae,29,8,8,49,147,68
Paradisaeidae,28,5,8,49,152,59
Paradisaeidae,30,7,8,53,150,71
Paradisaeidae,39,7,9,58,164,124
Paradisaeidae,27,6,9,56,168,132
Paradisaeidae,27,5,9,56,166,128
Paradisaeidae,27,5,9,47,156,125
Paradisaeidae,25,6,8,51,162,222
Paradisaeidae,26,6,9,52,163,185
Paradisaeidae,28,9,9,53,156,183
Paradisaeidae,24,4,7,31,120,81
Paradisaeidae,22,4,7,33,119,72
Parulidae,13,3,4,22,66,70
Parulidae,14,3,3,22,66,68
Parulidae,16,3,3,18,54,48
Parulidae,16,3,3,20,55,51
Parulidae,15,2,3,19,51,49
Parulidae,14,3,3,19,53,52
Parulidae,11,3,3,21,61,57
Parulidae,11,2,3,22,60,58
Parulidae,16,3,3,19,55,48
Parulidae,14,3,3,19,56,50
Parulidae,13,3,4,18,57,56
Parulidae,16,3,4,19,58,54
Parulidae,15,4,4,22,64,51
Parulidae,16,4,4,21,63,51
Parulidae,14,3,3,20,60,50
Parulidae,14,3,3,21,60,51
Parulidae,16,3,3,22,56,53
Parulidae,14,2,3,24,57,67
Parulidae,13,2,3,22,56,62
Parulidae,15,3,4,20,61,52
Parulidae,15,3,4,21,60,52
Parulidae,13,2,3,19,51,50
Parulidae,13,2,3,20,52,49
Parulidae,12,2,3,18,63,58
Parulidae,10,3,3,19,63,46
Parulidae,13,3,4,17,58,58
Parulidae,18,3,4,24,61,49
Parulidae,18,4,4,26,64,48
Parulidae,12,3,3,19,63,67
Parulidae,12,4,4,19,69,73
Parulidae,12,3,3,19,63,64
Parulidae,12,4,4,19,63,65
Parulidae,13,3,2,20,65,67
Parulidae,13,3,2,21,60,64
Parulidae,12,4,4,19,71,73
Parulidae,12,4,4,17,67,67
Parulidae,12,4,4,17,59,61
Parulidae,12,4,3,18,68,61
Parulidae,12,4,4,19,63,60
Parulidae,12,4,3,19,62,59
Parulidae,15,3,3,20,63,51
Parulidae,14,3,3,21,65,58
Parulidae,14,3,3,21,62,56
Parulidae,15,3,4,22,62,58
Parulidae,11,3,4,20,61,48
Parulidae,16,3,3,18,61,47
Parulidae,14,4,3,20,64,56
Parulidae,16,4,3,18,63,53
Parulidae,15,3,3,18,66,55
Parulidae,17,4,4,21,64,53
Parulidae,12,3,3,21,61,61
Parulidae,12,3,3,21,61,61
Parulidae,13,6,4,22,73,55
Parulidae,12,5,5,18,59,53
Parulidae,11,4,4,19,63,45
Parulidae,14,4,3,20,64,46
Parulidae,13,3,3,23,63,54
Parulidae,17,3,3,17,62,54
Parulidae,16,3,3,19,66,58
Parulidae,17,3,3,20,74,62
Parulidae,12,3,2,17,48,42
Parulidae,11,2,2,16,48,42
Parulidae,11,2,3,17,51,45
Parulidae,11,2,2,16,51,45
Parulidae,13,4,3,22,61,51
Parulidae,13,3,4,18,61,52
Parulidae,11,2,2,18,54,51
Parulidae,12,2,3,17,54,55
Parulidae,12,3,2,18,56,53
Parulidae,14,2,3,16,66,50
Parulidae,14,2,2,15,65,49
Parulidae,13,4,4,20,72,60
Parulidae,13,4,3,21,69,60
Parulidae,12,3,3,20,60,46
Parulidae,14,2,3,18,64,52
Parulidae,13,2,3,18,64,51
Parulidae,12,3,3,19,71,55
Parulidae,13,3,3,17,69,53
Parulidae,12,2,3,18,71,54
Parulidae,13,3,3,22,65,57
Parulidae,13,2,3,19,54,52
Parulidae,12,3,4,22,56,54
Parulidae,14,4,4,23,76,72
Parulidae,16,4,4,23,69,72
Parulidae,12,4,3,20,49,62
Parulidae,11,3,4,15,62,61
Parulidae,10,3,3,18,57,54
Parulidae,10,3,3,18,57,55
Parulidae,16,4,4,23,71,46
Parulidae,15,3,4,22,63,52
Parulidae,15,4,4,23,67,51
Parulidae,12,4,4,19,63,65
Parulidae,12,3,3,18,65,67
Parulidae,11,3,3,17,69,59
Parulidae,11,3,3,16,78,68
Parulidae,12,4,4,19,57,52
Parulidae,14,3,4,19,69,59
Parulidae,13,3,4,20,61,61
Parulidae,14,4,4,22,59,57
Parulidae,16,3,4,21,60,55
Parulidae,12,3,3,21,61,61
Parulidae,18,4,3,20,67,60
Parulidae,13,4,3,21,64,63
Parulidae,17,3,3,20,69,61
Parulidae,13,3,3,21,71,63
Parulidae,14,3,3,18,64,48
Parulidae,13,2,3,18,66,52
Parulidae,19,3,3,20,75,52
Parulidae,15,3,3,20,76,54
Parulidae,13,3,4,17,56,53
Parulidae,13,3,4,18,61,52
Parulidae,11,2,3,17,54,48
Parulidae,12,2,2,18,52,48
Parulidae,12,3,3,17,64,50
Parulidae,12,4,3,17,62,50
Parulidae,13,2,3,18,64,51
Parulidae,13,2,3,15,51,36
Parulidae,12,2,3,16,51,39
Parulidae,13,3,3,18,55,58
Parulidae,14,3,3,20,64,58
Passerellidae,16,5,7,25,82,62
Passerellidae,16,5,7,25,77,60
Passerellidae,14,4,6,19,60,41
Passerellidae,12,4,6,19,59,40
Passerellidae,15,4,6,18,61,43
Passerellidae,12,4,6,19,61,43
Passerellidae,14,4,5,19,56,40
Passerellidae,12,4,6,20,57,40
Passerellidae,14,4,5,22,55,50
Passerellidae,17,3,5,21,56,49
Passerellidae,11,4,5,17,50,58
Passerellidae,10,3,5,17,52,51
Passerellidae,11,3,4,18,53,54
Passerellidae,12,4,5,18,53,53
Passerellidae,10,4,4,18,53,54
Passerellidae,11,4,6,17,55,60
Passerellidae,11,4,5,17,63,60
Passerellidae,11,4,5,17,66,91
Passerellidae,12,4,6,18,65,65
Passerellidae,11,4,5,17,67,64
Passerellidae,18,6,8,24,73,58
Passerellidae,17,5,8,24,73,57
Passerellidae,18,6,8,30,85,70
Passerellidae,24,6,8,27,84,66
Passerellidae,15,5,7,24,71,73
Passerellidae,17,5,7,28,84,96
Passerellidae,18,5,7,28,85,96
Passerellidae,15,6,8,26,69,63
Passerellidae,15,5,7,24,67,63
Passerellidae,17,6,9,27,78,70
Passerellidae,19,6,8,27,75,72
Passerellidae,14,5,6,23,67,63
Passerellidae,15,5,6,23,67,61
Passerellidae,14,5,5,27,71,81
Passerellidae,15,5,6,27,72,77
Passerellidae,15,4,7,27,71,75
Passerellidae,13,5,7,25,69,75
Passerellidae,16,5,7,29,85,68
Passerellidae,17,6,7,28,83,74
Passerellidae,15,4,6,27,85,96
Passerellidae,15,5,6,27,83,92
Passerellidae,14,5,6,25,75,72
Passerellidae,14,5,6,23,73,70
Passerellidae,15,5,7,26,73,78
Passerellidae,14,5,6,26,71,73
Passerellidae,16,5,6,27,76,81
Passerellidae,16,5,7,28,76,80
Passerellidae,16,5,6,34,71,82
Passerellidae,17,5,7,27,76,81
Passerellidae,17,6,7,27,81,84
Passerellidae,16,5,7,26,80,82
Passerellidae,15,5,7,32,79,77
Passerellidae,16,5,7,30,79,77
Passerellidae,16,5,7,29,74,74
Passerellidae,16,5,7,26,75,74
Passerellidae,16,5,6,28,78,84
Passerellidae,17,5,7,28,78,83
Passerellidae,16,4,5,19,76,63
Passerellidae,12,4,5,20,76,62
Passerellidae,18,4,5,19,85,62
Passerellidae,17,4,5,21,72,55
Passerellidae,13,4,5,23,68,60
Passerellidae,12,4,5,24,65,59
Passerellidae,13,4,6,20,70,63
Passerellidae,13,5,6,19,69,65
Passerellidae,15,6,7,26,72,64
Passerellidae,14,5,6,26,74,69
Passerellidae,16,6,8,25,86,93
Passerellidae,16,6,8,27,84,93
Passerellidae,15,6,7,25,104,105
Passerellidae,16,4,7,26,93,104
Passerellidae,18,6,8,25,83,74
Passerellidae,17,6,9,26,83,74
Passerellidae,20,6,9,33,85,89
Passerellidae,20,7,10,29,81,79
Passerellidae,10,3,4,20,73,52
Passerellidae,12,3,5,21,73,55
Passerellidae,17,5,6,26,85,92
Passerellidae,16,5,7,30,86,90
Passerellidae,13,4,6,19,68,70
Passerellidae,16,4,7,19,68,69
Passerellidae,9,3,4,17,70,64
Passerellidae,9,3,4,18,68,64
Passerellidae,11,4,4,20,62,55
Passerellidae,11,3,5,19,61,55
Passerellidae,14,4,5,23,65,72
Passerellidae,14,4,6,24,67,76
Passerellidae,15,4,5,19,58,59
Passerellidae,12,4,5,19,60,62
Passerellidae,14,4,6,21,67,60
Passerellidae,14,5,5,21,70,61
Passerellidae,17,6,7,27,83,84
Passerellidae,14,4,6,23,80,63
Passerellidae,13,4,6,24,71,63
Passerellidae,16,4,7,23,75,73
Passerellidae,14,4,6,25,75,70
Passerellidae,14,4,6,23,73,66
Passerellidae,16,4,6,27,76,75
Passerellidae,15,4,6,26,69,66
Passerellidae,16,4,6,27,70,69
Passerellidae,16,5,6,27,66,66
Passerellidae,18,4,6,20,77,59
Passerellidae,19,4,5,21,79,59
Passerellidae,20,4,5,21,73,56
Passerellidae,13,4,5,21,66,57
Passerellidae,12,3,5,21,64,57
Passerellidae,21,6,10,21,67,56
Passerellidae,18,6,9,20,67,59
Passerellidae,13,5,6,23,74,68
Passerellidae,13,5,6,23,74,70
Phasianidae,24,8,10,43,171,111
Phasianidae,21,9,10,39,172,106
Phasianidae,21,8,8,39,153,97
Phasianidae,20,8,8,40,150,75
Phasianidae,24,9,10,51,179,107
Phasianidae,23,9,11,42,175,88
Phasianidae,21,8,9,42,147,53
Phasianidae,23,5,8,39,144,54
Phasianidae,24,5,7,42,138,42
Phasianidae,21,5,6,37,157,79
Phasianidae,21,5,6,40,150,70
Phasianidae,24,6,8,39,146,66
Phasianidae,24,6,8,39,140,57
Phasianidae,19,5,7,30,128,55
Phasianidae,17,4,6,34,124,48
Phasianidae,23,5,8,42,143,55
Phasianidae,23,5,8,45,132,47
Phasianidae,22,6,8,43,145,45
Phasianidae,24,6,8,43,147,56
Phasianidae,22,5,6,42,139,43
Phasianidae,21,5,7,39,148,45
Phasianidae,19,8,9,31,159,97
Phasianidae,19,8,9,31,159,97
Phasianidae,21,8,9,37,178,129
Phasianidae,21,9,9,34,168,124
Phasianidae,29,9,9,75,209,636
Phasianidae,13,4,4,23,91,31
Phasianidae,13,5,4,22,87,32
Phasianidae,46,16,15,88,297,421
Phasianidae,45,17,15,89,310,475
Phasianidae,41,16,16,86,304,445
Phasianidae,46,18,16,86,291,430
Phasianidae,50,18,15,90,318,557
Phasianidae,47,18,15,93,307,575
Phasianidae,28,8,10,49,231,172
Phasianidae,27,10,10,48,226,154
Phasianidae,27,11,10,42,229,154
Phasianidae,24,8,7,43,159,86
Phasianidae,23,7,7,41,154,87
Phasianidae,23,8,8,56,162,91
Phasianidae,22,8,8,42,150,96
Phasianidae,23,9,8,44,143,75
Phasianidae,22,5,6,37,147,113
Phasianidae,20,5,6,37,141,100
Phasianidae,51,20,19,77,302,203
Phasianidae,47,19,17,79,301,195
Phasianidae,41,10,10,88,261,499
Phasianidae,45,13,12,87,259,480
Phasianidae,37,10,12,80,242,171
Phasianidae,41,12,13,81,237,155
Phasianidae,33,10,12,71,209,131
Phasianidae,32,10,11,71,219,137
Phasianidae,33,11,12,95,271,641
Phasianidae,40,11,13,100,264,625
Phasianidae,21,8,9,32,126,66
Phasianidae,22,9,9,33,123,61
Phasianidae,21,8,11,44,139,68
Phasianidae,20,7,11,45,128,58
Phasianidae,20,6,9,40,138,60
Phasianidae,21,7,9,42,132,54
Phasianidae,48,12,11,141,395,327
Phasianidae,41,14,12,140,390,332
Phasianidae,22,6,7,38,132,48
Phasianidae,21,6,7,35,128,49
Phasianidae,28,6,7,75,215,310
Phasianidae,26,7,7,69,212,315
Phasianidae,18,6,6,60,162,176
Phasianidae,32,8,11,54,175,71
Phasianidae,31,9,11,55,168,55
Phasianidae,27,8,10,51,177,80
Phasianidae,26,8,10,52,168,65
Phasianidae,35,10,10,66,213,111
Phasianidae,32,10,10,63,207,92
Phasianidae,31,11,12,60,206,82
Phasianidae,37,11,13,67,224,112
Phasianidae,31,11,12,59,225,105
Phasianidae,24,8,8,38,149,82
Phasianidae,24,8,8,37,147,72
Phasianidae,28,9,10,50,178,74
Phasianidae,28,10,10,49,197,107
Phasianidae,28,9,10,48,190,92
Phasianidae,30,10,10,58,178,78
Phasianidae,29,10,10,49,174,68
Phasianidae,35,12,11,67,224,106
Phasianidae,35,13,12,65,216,90
Phasianidae,24,8,9,57,202,94
Phasianidae,23,8,10,54,196,70
Phasianidae,25,9,10,52,187,86
Phasianidae,26,9,10,57,196,108
Phasianidae,35,11,12,68,202,86
Phasianidae,32,12,12,58,194,77
Phasianidae,28,9,10,49,187,99
Phasianidae,27,9,11,50,179,88
Phasianidae,29,10,10,39,163,80
Phasianidae,31,10,11,39,162,66
Phasianidae,33,11,10,40,165,76
Phasianidae,32,11,11,41,160,68
Phasianidae,32,9,9,41,166,77
Phasianidae,32,10,9,40,165,71
Phasianidae,26,8,8,34,144,60
Phasianidae,39,11,12,81,264,1235
Phasianidae,37,12,12,78,264,1241
Phasianidae,32,16,16,61,277,141
Phasianidae,31,15,16,58,271,155
Phasianidae,33,14,15,55,268,155
Phasianidae,33,15,15,56,264,138
Phasianidae,36,15,9,52,214,168
Phasianidae,34,15,12,53,213,153
Phasianidae,38,14,13,55,209,146
Phasianidae,38,14,11,51,217,161
Phasianidae,30,9,10,71,225,189
Phasianidae,23,6,8,43,131,56
Phasianidae,22,5,8,42,138,93
Picidae,47,13,12,33,179,128
Picidae,45,12,11,30,180,125
Picidae,87,19,18,49,311,204
Picidae,51,11,12,35,194,126
Picidae,52,11,12,33,194,126
Picidae,18,6,5,16,90,65
Picidae,17,5,5,14,88,61
Picidae,26,7,7,19,112,76
Picidae,23,7,7,17,110,73
Picidae,24,5,6,21,104,77
Picidae,22,6,6,18,103,76
Picidae,32,7,7,25,158,123
Picidae,31,8,8,22,156,123
Picidae,34,8,7,24,163,100
Picidae,24,6,6,20,115,65
Picidae,23,6,6,19,118,67
Picidae,35,7,7,21,124,105
Picidae,33,7,7,24,124,94
Picidae,27,5,7,20,121,72
Picidae,27,5,6,20,119,70
Picidae,42,9,7,25,147,135
Picidae,41,8,7,26,147,122
Picidae,45,9,8,30,149,130
Picidae,42,9,8,29,150,119
Picidae,30,7,6,20,119,74
Picidae,27,7,6,20,119,66
Picidae,41,9,9,29,157,115
Picidae,38,10,9,29,157,113
Picidae,24,6,6,15,95,70
Picidae,22,5,6,17,93,65
Picidae,19,5,5,14,80,35
Picidae,20,5,5,14,80,42
Picidae,28,6,6,20,107,74
Picidae,28,6,6,20,106,63
Picidae,21,5,6,15,103,55
Picidae,20,5,5,16,102,51
Picidae,19,7,6,18,99,62
Picidae,48,12,10,26,223,160
Picidae,48,14,10,24,222,165
Picidae,32,9,7,26,168,94
Picidae,32,7,7,23,152,92
Picidae,23,5,5,17,125,87
Picidae,20,5,5,17,124,80
Picidae,31,7,6,21,123,76
Picidae,30,7,6,22,124,85
Picidae,44,11,11,28,186,168
Picidae,43,11,10,32,187,177
Picidae,18,5,5,13,78,40
Picidae,16,4,4,14,77,30
Picidae,24,6,7,17,110,67
Picidae,22,6,7,18,109,59
Picidae,23,7,6,17,119,67
Picidae,21,6,5,19,117,59
Picidae,11,3,4,13,51,27
Picidae,10,3,4,13,48,24
Picidae,14,4,4,13,56,26
Picidae,11,4,4,14,55,27
Picidae,11,4,4,12,55,36
Picidae,10,4,4,12,52,35
Picidae,11,4,4,13,59,32
Picidae,10,4,4,12,56,33
Picidae,11,3,4,11,55,24
Picidae,12,3,4,11,55,26
Picidae,12,4,4,13,56,30
Picidae,11,3,4,13,53,29
Picidae,11,4,4,13,54,28
Picidae,10,3,4,13,52,26
Picidae,12,3,4,13,54,34
Picidae,10,3,4,12,53,33
Picidae,12,4,5,13,54,30
Picidae,11,3,4,13,51,29
Picidae,37,9,9,28,137,115
Picidae,35,9,9,30,135,98
Picidae,33,6,8,24,132,92
Picidae,23,7,6,19,119,63
Picidae,20,6,6,20,120,71
Picidae,27,7,6,20,134,88
Picidae,26,8,6,20,136,86
Picidae,22,6,6,22,121,76
Picidae,21,5,5,19,121,71
Picidae,22,5,6,14,94,62
Picidae,22,5,6,16,92,61
Picidae,23,5,5,19,100,59
Picidae,21,5,6,18,98,56
Picidae,24,6,5,17,93,67
Picidae,21,6,5,17,91,59
Picidae,10,4,4,11,50,23
Picidae,9,3,4,10,47,17
Picidae,28,6,6,22,127,111
Picidae,26,7,6,24,125,110
Picidae,28,9,8,23,148,77
Picidae,29,9,8,24,155,107
Picidae,22,6,6,23,126,73
Picidae,23,6,6,21,127,87
Picidae,27,7,6,16,110,59
Picidae,26,6,6,16,112,70
Picidae,13,4,4,13,79,45
Picidae,15,3,4,12,80,55
Picidae,14,4,5,11,55,31
Picidae,11,3,4,10,48,20
Picidae,10,3,4,12,49,23
Picidae,13,4,5,13,53,27
Picidae,12,4,5,13,52,32
Picidae,15,3,4,14,59,28
Picidae,14,4,5,14,59,27
Picidae,21,4,5,18,79,40
Picidae,19,4,5,19,67,50
Psittacidae,24,13,21,19,170,103
Psittacidae,24,12,20,17,164,97
Psittacidae,20,10,19,13,125,92
Psittacidae,20,10,18,13,124,93
Psittacidae,20,11,18,12,119,97
Psittacidae,14,7,9,11,84,39
Psittacidae,15,7,10,11,82,44
Psittacidae,79,27,52,40,363,336
Psittacidae,16,10,14,13,93,46
Psittacidae,16,10,14,13,93,40
Psittacidae,17,8,13,12,96,50
Psittacidae,16,9,13,13,96,43
Psittacidae,27,13,24,19,168,201
Psittacidae,27,14,24,17,176,182
Psittacidae,29,14,22,21,200,242
Psittacidae,30,14,22,22,199,219
Psittacidae,28,11,24,23,151,85
Psittacidae,28,14,24,19,149,77
Psittacidae,34,15,28,21,215,126
Psittacidae,33,17,27,21,203,111
Psittacidae,32,14,25,20,181,108
Psittacidae,33,14,26,19,180,96
Psittacidae,38,16,32,22,217,115
Psittacidae,38,19,32,26,208,112
Psittacidae,42,21,34,28,267,171
Psittacidae,42,23,35,28,262,151
Psittacidae,47,22,35,24,291,177
Psittacidae,45,21,34,30,283,175
Psittacidae,40,16,32,26,225,120
Psittacidae,42,17,34,22,237,126
Psittacidae,33,14,27,19,204,117
Psittacidae,30,15,27,21,204,114
Psittacidae,34,17,26,25,213,97
Psittacidae,37,15,26,22,216,99
Psittacidae,31,12,22,21,161,123
Psittacidae,28,12,22,17,205,113
Psittacidae,26,15,22,20,201,100
Psittacidae,33,15,27,20,182,99
Psittacidae,33,17,27,21,183,98
Psittacidae,73,31,45,38,365,364
Psittacidae,74,30,54,34,370,386
Psittacidae,23,12,19,18,178,171
Psittacidae,25,12,18,19,175,159
Psittacidae,50,24,53,23,298,333
Psittacidae,51,23,51,25,290,320
Psittacidae,26,14,23,15,176,191
Psittacidae,25,12,23,15,179,179
Psittacidae,20,13,18,14,93,35
Psittacidae,22,14,18,13,92,33
Psittacidae,21,13,18,13,97,36
Psittacidae,14,9,13,13,105,62
Psittacidae,19,9,14,11,103,65
Psittacidae,18,9,13,11,106,60
Psittacidae,18,7,13,13,105,58
Psittacidae,28,12,21,21,171,110
Psittacidae,14,6,9,13,77,35
Psittacidae,18,7,10,14,97,98
Psittacidae,20,7,10,12,94,89
Psittacidae,14,7,9,11,98,89
Psittacidae,15,6,9,12,95,82
Psittacidae,12,5,7,11,71,52
Psittacidae,12,4,6,9,68,49
Psittacidae,32,17,34,23,237,242
Psittacidae,30,16,33,20,237,226
Psittacidae,40,17,33,22,281,342
Psittacidae,20,10,20,18,124,169
Psittacidae,19,11,20,18,120,150
Psittacidae,14,6,12,15,99,116
Psittacidae,12,6,10,16,94,106
Psittacidae,19,11,19,20,128,134
Psittacidae,21,11,20,21,128,151
Psittacidae,19,10,18,23,125,180
Psittacidae,18,10,19,18,125,176
Psittacidae,25,14,26,24,150,135
Psittacidae,26,11,19,17,163,116
Psittacidae,25,12,19,19,163,106
Psittacidae,24,12,19,20,176,142
Psittacidae,25,13,26,17,143,141
Psittacidae,27,14,26,14,135,138
Psittacidae,15,9,14,11,88,43
Psittacidae,14,8,13,11,85,39
Psittacidae,26,11,19,11,157,86
Psittacidae,24,11,19,15,163,73
Psittacidae,14,7,9,11,100,58
Psittacidae,21,10,17,18,153,86
Psittacidae,20,9,17,15,150,81
Psittacidae,20,10,16,16,149,95
Psittacidae,23,11,18,14,154,82
Psittacidae,23,10,16,13,130,217
Psittacidae,21,11,16,13,130,195
Psittacidae,23,13,28,16,184,171
Psittacidae,12,4,7,10,50,34
Psittacidae,8,4,7,7,67,29
Psittacidae,13,5,9,9,77,42
Psittacidae,13,5,8,10,76,32
Psittacidae,16,6,9,11,87,42
Psittacidae,13,6,9,9,87,39
Psittacidae,15,6,9,10,94,45
Psittacidae,13,6,9,11,97,41
Psittacidae,10,3,6,9,69,32
Psittacidae,9,3,6,9,67,28
Psittacidae,28,11,19,21,149,85
Psittacidae,27,12,19,21,149,82
Psittacidae,34,11,23,23,169,94
Psittacidae,29,13,23,23,165,83
Psittacidae,10,6,10,9,66,31
Psittacidae,9,6,10,8,60,28
Psittacidae,13,7,12,17,103,81
Psittacidae,13,7,12,13,105,91
Psittacidae,13,7,12,13,116,110
Psittacidae,17,9,17,14,117,105
Psittacidae,17,10,16,13,117,104
Psittacidae,26,14,20,19,138,146
Psittacidae,25,14,20,15,138,143
Psittacidae,29,14,23,15,146,214
Psittacidae,27,14,22,15,142,210
Psittacidae,40,26,45,17,226,164
Psittacidae,18,7,17,20,144,106
Psittacidae,17,10,16,21,140,103
Psittacidae,32,16,27,18,166,70
Psittacidae,23,12,22,21,172,159
Psittacidae,23,12,21,20,174,164
Psittacidae,22,13,25,22,178,185
Psittacidae,19,12,24,20,171,183
Psittacidae,20,13,25,20,171,186
Psittacidae,17,9,16,16,138,167
Psittacidae,15,8,16,15,135,142
Psittacidae,29,14,26,19,164,72
Psittacidae,28,17,26,20,165,70
Psittacidae,28,16,27,19,164,70
Psittacidae,28,15,26,17,168,75
Psittacidae,28,15,26,17,170,74
Psittacidae,31,13,24,17,159,65
Psittacidae,29,15,24,17,162,65
Psittacidae,23,11,17,20,186,225
Psittacidae,23,11,17,19,189,215
Psittacidae,20,11,16,19,192,247
Psittacidae,20,11,16,18,188,223
Psittacidae,40,19,37,21,217,144
Psittacidae,37,19,38,17,215,141
Psittacidae,25,11,18,14,150,70
Psittacidae,29,14,21,19,189,104
Psittacidae,22,10,17,14,139,71
Psittacidae,23,10,16,13,140,66
Psittacidae,21,12,16,15,137,72
Psittacidae,21,12,16,15,141,74
Psittacidae,22,12,19,17,167,90
Psittacidae,26,12,19,17,157,88
Psittacidae,23,12,19,16,154,81
Psittacidae,26,14,22,17,163,84
Psittacidae,31,13,20,19,172,89
Psittacidae,27,14,20,16,171,90
Psittacidae,24,11,20,15,155,66
Psittacidae,30,15,29,29,222,223
Psittacidae,31,15,30,28,220,207
Psittacidae,36,17,37,23,246,236
Psittacidae,36,15,35,27,235,222
Psittacidae,34,15,30,22,221,213
Psittacidae,32,15,30,26,223,208
Psittacidae,15,8,14,15,122,167
Psittacidae,16,9,13,15,121,162
Psittacidae,15,8,14,16,139,160
Psittacidae,29,14,30,20,173,137
Psittacidae,27,14,29,17,166,124
Psittacidae,32,17,32,17,171,149
Psittacidae,30,17,33,15,174,139
Psittacidae,21,11,21,16,133,130
Psittacidae,21,12,21,15,132,119
Psittacidae,29,14,28,20,155,138
Psittacidae,27,14,28,16,166,124
Psittacidae,32,15,32,19,162,160
Psittacidae,29,16,32,16,161,144
Psittacidae,35,19,35,19,195,168
Psittacidae,37,16,35,17,202,167
Psittacidae,14,9,14,14,96,61
Psittacidae,15,8,14,11,90,59
Psittacidae,18,10,14,19,115,88
Psittacidae,17,10,14,17,117,77
Psittacidae,37,17,40,18,223,282
Psittacidae,40,18,37,18,227,278
Psittacidae,23,15,21,16,111,58
Psittacidae,24,14,21,16,109,50
Psittacidae,24,13,22,14,109,60
Psittacidae,23,14,20,15,107,62
Psittacidae,17,8,12,13,111,85
Psittacidae,17,8,12,12,109,83
Psittacidae,24,9,21,20,157,195
Psittacidae,26,12,18,22,160,81
Psittacidae,29,13,20,15,161,72
Psittacidae,24,12,20,12,135,116
Psittacidae,23,11,21,16,138,122
Psittacidae,20,10,19,13,138,143
Psittacidae,22,11,20,12,132,132
Psittacidae,20,11,18,15,121,120
Psittacidae,18,10,19,13,122,111
Psittacidae,21,12,19,14,131,116
Psittacidae,19,12,19,13,131,109
Psittacidae,18,9,15,12,113,125
Psittacidae,16,8,15,12,111,107
Psittacidae,20,11,19,16,132,117
Psittacidae,22,11,18,12,130,101
Psittacidae,20,9,17,12,108,112
Psittacidae,17,8,16,13,126,123
Psittacidae,19,10,16,13,123,121
Psittacidae,21,10,17,14,144,128
Psittacidae,21,10,17,13,135,119
Psittacidae,39,19,36,23,256,173
Psittacidae,36,20,36,21,257,151
Psittacidae,36,19,33,21,192,132
Psittacidae,35,19,32,19,184,124
Psittacidae,33,17,31,20,196,112
Psittacidae,21,9,15,12,118,45
Psittacidae,19,9,13,14,112,52
Psittacidae,19,9,13,10,108,50
Psittacidae,17,9,14,13,115,70
Psittacidae,22,11,18,17,145,100
Psittacidae,17,7,10,18,131,72
Psittacidae,18,7,11,18,124,63
Psittacidae,16,7,11,16,126,91
Psittacidae,15,7,11,18,125,84
Psittacidae,15,7,8,16,107,64
Psittacidae,37,16,25,19,165,76
Psittacidae,34,13,24,18,164,76
Psittacidae,40,15,28,18,219,138
Psittacidae,32,16,30,20,218,130
Psittacidae,63,25,57,35,365,345
Psittacidae,29,12,24,15,156,149
Psittacidae,26,12,25,18,155,161
Psittacidae,26,13,23,14,137,100
Psittacidae,25,14,22,16,140,108
Psittacidae,25,9,17,13,120,103
Psittacidae,22,9,15,10,110,82
Psittacidae,18,8,15,15,109,94
Psittacidae,25,12,17,17,184,127
Psittacidae,25,12,17,21,186,139
Psittacidae,23,12,19,13,139,120
Psittacidae,21,11,19,15,135,127
Psittacidae,16,8,14,10,81,39
Psittacidae,15,8,13,9,79,37
Psittacidae,30,13,24,15,116,36
Psittacidae,27,13,23,17,113,52
Psittacidae,13,5,8,10,76,32
Psittacidae,13,5,9,9,77,42
Psittacidae,11,5,8,9,87,32
Psittacidae,13,5,8,10,87,34
Psittacidae,16,6,11,9,91,44
Psittacidae,14,6,11,12,92,51
Psittacidae,32,14,25,15,191,78
Psittacidae,30,14,24,14,161,74
Psittacidae,30,13,20,16,178,81
Psittacidae,31,14,25,17,179,84
Psittacidae,29,12,22,18,169,82
Psittacidae,33,19,32,17,159,142
Psittacidae,26,13,16,15,146,66
Psittacidae,21,11,16,13,124,105
Psittacidae,17,12,11,13,127,115
Psittacidae,22,11,19,10,124,118
Psittacidae,19,9,13,10,107,43
Psittacidae,17,8,13,12,105,41
Psittacidae,17,9,13,12,119,53
Psittacidae,20,9,12,11,113,45
Psittacidae,19,9,14,13,116,52
Psittacidae,74,30,55,33,364,369
Psittacidae,20,9,14,13,132,58
Rallidae,28,3,7,45,125,48
Rallidae,28,3,7,40,126,57
Rallidae,35,5,10,63,164,66
Rallidae,35,5,9,64,139,51
Rallidae,35,5,10,58,136,55
Rallidae,35,5,9,59,168,72
Rallidae,35,5,10,64,161,66
Rallidae,46,5,10,62,140,47
Rallidae,42,4,8,52,157,55
Rallidae,75,6,12,86,226,100
Rallidae,72,6,12,88,220,92
Rallidae,12,2,3,21,73,34
Rallidae,12,1,3,21,73,30
Rallidae,12,2,4,19,69,33
Rallidae,14,2,5,21,87,36
Rallidae,14,2,5,23,87,34
Rallidae,34,5,11,58,173,54
Rallidae,43,5,9,53,195,52
Rallidae,43,5,9,53,194,54
Rallidae,40,3,8,45,173,48
