family,beak_length,beak_width,beak_depth,tarsus_length,wing_length,tail_length
Estrildidae,13,6,7,14,54,37
Estrildidae,11,6,7,14,51,36
Estrildidae,11,6,7,14,50,36
Estrildidae,10,5,6,13,49,37
Estrildidae,10,6,7,12,50,36
Estrildidae,10,6,6,14,56,51
Estrildidae,10,5,6,15,58,50
Estrildidae,10,6,6,14,56,58
Estrildidae,10,5,6,15,49,61
Estrildidae,12,5,7,15,53,83
Estrildidae,11,5,6,15,46,51
Estrildidae,11,5,6,14,49,44
Estrildidae,11,5,5,13,51,45
Estrildidae,10,5,6,16,52,49
Estrildidae,10,5,6,15,51,55
Estrildidae,11,5,6,15,56,53
Estrildidae,10,5,6,15,51,43
Estrildidae,10,5,6,13,48,39
Estrildidae,11,4,5,14,59,39
Estrildidae,10,4,5,17,60,42
Estrildidae,10,6,7,24,68,47
Estrildidae,11,5,7,19,67,47
Estrildidae,9,4,5,14,56,33
Estrildidae,10,4,5,15,55,35
Estrildidae,9,4,5,14,45,28
Estrildidae,9,4,5,16,45,33
Estrildidae,11,6,6,15,60,64
Estrildidae,11,6,6,15,59,86
Estrildidae,11,6,6,14,56,80
Estrildidae,10,5,6,14,56,41
Estrildidae,10,5,6,14,56,41
Estrildidae,11,6,7,15,57,54
Estrildidae,11,6,7,14,60,52
Estrildidae,11,6,7,15,61,57
Estrildidae,12,6,8,18,60,57
Estrildidae,11,5,8,16,59,56
Estrildidae,16,9,13,19,67,52
Estrildidae,14,8,11,18,66,53
Estrildidae,12,5,6,15,58,43
Estrildidae,12,6,5,17,56,38
Estrildidae,11,5,5,15,57,37
Estrildidae,11,5,5,15,56,35
Estrildidae,15,7,9,21,65,37
Estrildidae,14,6,9,19,66,49
Estrildidae,17,8,11,21,70,56
Estrildidae,16,6,10,21,71,56
Estrildidae,11,6,7,17,58,50
Estrildidae,11,6,6,17,58,52
Estrildidae,11,6,6,17,57,53
Estrildidae,11,6,6,16,67,43
Estrildidae,11,6,6,15,68,41
Estrildidae,9,5,6,12,51,43
Estrildidae,9,4,6,13,48,45
Estrildidae,10,5,6,13,51,42
Estrildidae,10,5,6,13,50,36
Estrildidae,11,6,7,17,55,48
Estrildidae,12,6,7,17,55,49
Fringillidae,13,5,6,20,79,65
Fringillidae,12,6,7,19,80,68
Fringillidae,15,6,6,16,122,78
Fringillidae,17,9,11,24,120,96
Fringillidae,15,8,11,21,118,86
Fringillidae,11,5,6,16,72,95
Fringillidae,11,6,7,15,72,90
Fringillidae,12,5,6,20,73,62
Fringillidae,11,5,6,18,72,62
Fringillidae,17,3,3,21,65,52
Fringillidae,17,3,3,21,64,42
Fringillidae,20,4,5,21,67,39
Fringillidae,21,3,4,21,67,40
Fringillidae,9,3,4,14,61,26
Fringillidae,9,3,3,13,56,25
Fringillidae,10,4,4,17,69,42
Fringillidae,10,4,4,17,69,43
Fringillidae,12,5,6,14,59,41
Fringillidae,12,4,6,12,58,42
Fringillidae,10,4,6,14,65,41
Fringillidae,10,4,6,14,64,39
Fringillidae,24,10,15,23,107,70
Fringillidae,12,5,6,15,66,49
Fringillidae,12,4,6,13,64,46
Fringillidae,13,6,7,14,63,51
Fringillidae,11,4,7,14,62,47
Fringillidae,13,6,8,19,71,60
Fringillidae,13,6,8,18,69,55
Fringillidae,16,8,10,18,81,70
Fringillidae,15,7,9,19,82,68
Fringillidae,10,4,6,14,71,56
Fringillidae,10,4,5,14,70,49
Fringillidae,16,7,8,19,79,47
Fringillidae,16,6,8,20,78,48
Fringillidae,11,5,6,12,65,52
Fringillidae,11,5,6,13,64,46
Fringillidae,29,4,6,22,80,55
Fringillidae,29,4,6,24,80,55
Fringillidae,9,4,4,13,57,22
Fringillidae,9,5,6,16,62,41
Fringillidae,11,5,6,16,65,39
Fringillidae,9,4,4,14,63,40
Fringillidae,11,4,4,17,63,36
Fringillidae,11,4,4,15,56,34
Fringillidae,10,6,7,14,76,51
Fringillidae,9,6,7,14,76,53
Fringillidae,10,6,6,15,76,58
Fringillidae,10,5,6,15,75,58
Fringillidae,20,5,10,17,84,60
Fringillidae,13,8,9,25,87,68
Fringillidae,14,7,9,25,87,66
Fringillidae,13,4,5,19,60,48
Fringillidae,12,3,4,20,63,49
Fringillidae,15,3,3,20,63,50
Fringillidae,15,3,4,20,59,43
Fringillidae,15,3,4,22,67,53
Fringillidae,16,3,5,21,64,47
Fringillidae,16,3,4,20,76,52
Fringillidae,16,3,4,19,67,46
Fringillidae,27,4,5,31,94,79
Fringillidae,23,5,6,31,89,72
Fringillidae,16,4,4,19,65,53
Fringillidae,14,3,3,22,65,53
Fringillidae,11,8,8,16,79,56
Fringillidae,10,6,7,15,78,58
Fringillidae,13,8,10,17,82,71
Fringillidae,13,10,11,19,81,65
Fringillidae,18,10,13,19,91,52
Fringillidae,18,9,12,18,91,53
Fringillidae,10,5,6,18,76,54
Fringillidae,11,4,5,16,77,51
Fringillidae,10,6,7,13,65,39
Fringillidae,11,5,7,13,67,39
Fringillidae,10,5,6,13,59,33
Fringillidae,11,4,6,13,58,31
Fringillidae,11,4,4,14,69,49
Fringillidae,12,3,4,11,68,42
Fringillidae,11,6,7,13,64,44
Fringillidae,11,4,6,13,65,44
Fringillidae,17,8,11,23,81,61
Fringillidae,19,6,11,24,80,59
Fringillidae,14,6,7,16,81,64
Fringillidae,14,6,7,18,81,66
Fringillidae,12,4,6,15,71,49
Fringillidae,11,5,6,15,72,59
Fringillidae,11,4,4,15,56,30
Fringillidae,10,4,4,15,55,30
Fringillidae,12,4,4,15,61,31
Fringillidae,9,4,4,15,61,31
Fringillidae,12,4,4,14,59,31
Fringillidae,13,4,4,15,58,32
Fringillidae,9,4,3,11,47,25
Fringillidae,8,4,3,12,48,28
Fringillidae,18,8,12,19,89,55
Fringillidae,19,10,12,19,89,64
Fringillidae,14,4,5,13,68,45
Fringillidae,12,4,5,13,70,49
Fringillidae,13,4,6,13,65,39
Fringillidae,11,5,6,13,66,42
Fringillidae,11,4,5,13,66,39
Fringillidae,10,6,6,13,64,38
Furnariidae,16,2,3,23,90,73
Furnariidae,24,4,4,29,100,93
Furnariidae,24,3,4,31,107,101
Furnariidae,21,4,4,31,102,84
Furnariidae,26,4,7,25,89,93
Furnariidae,16,3,4,18,78,87
Furnariidae,16,3,4,18,74,72
Furnariidae,10,2,3,19,64,88
Furnariidae,17,3,6,20,81,73
Furnariidae,19,3,5,22,65,91
Furnariidae,19,3,5,21,60,88
Furnariidae,23,4,5,25,109,90
Furnariidae,23,4,6,25,114,93
Furnariidae,23,4,6,26,102,86
Furnariidae,16,3,4,20,63,76
Furnariidae,20,4,5,21,83,83
Furnariidae,23,5,7,25,96,79
Furnariidae,23,5,6,25,97,81
Furnariidae,14,3,4,17,67,64
Furnariidae,15,3,4,18,64,70
Furnariidae,48,6,9,29,125,112
Furnariidae,12,3,3,19,65,64
Furnariidae,16,3,3,20,64,67
Furnariidae,12,3,3,16,58,49
Furnariidae,22,4,7,22,95,77
Furnariidae,23,4,7,22,94,77
Furnariidae,17,3,4,22,79,75
Furnariidae,18,3,4,23,79,73
Furnariidae,17,3,4,22,71,68
Furnariidae,16,3,4,23,68,66
Furnariidae,16,2,3,21,59,80
Furnariidae,15,2,3,21,58,84
Furnariidae,16,2,2,24,51,102
Furnariidae,15,2,3,22,49,107
Furnariidae,15,3,3,23,65,64
Furnariidae,15,3,3,21,65,64
Furnariidae,15,2,3,20,60,79
Furnariidae,16,2,3,20,58,81
Furnariidae,17,5,6,20,91,73
Furnariidae,19,4,6,22,100,89
Furnariidae,47,3,4,22,99,95
Furnariidae,46,4,5,21,97,97
Furnariidae,16,2,3,18,58,60
Furnariidae,18,3,3,30,97,63
Furnariidae,19,3,3,29,95,66
Furnariidae,27,4,5,21,111,85
Furnariidae,27,4,5,26,107,78
Furnariidae,21,3,4,26,97,67
Furnariidae,22,3,4,25,93,70
Furnariidae,29,4,6,37,137,100
Furnariidae,31,4,6,38,137,98
Furnariidae,25,3,4,30,98,78
Furnariidae,25,3,4,28,98,76
Furnariidae,15,3,4,22,70,65
Furnariidae,15,3,4,22,70,65
Furnariidae,15,2,3,16,57,70
Furnariidae,13,2,3,17,62,64
Furnariidae,13,2,3,17,60,63
Furnariidae,16,3,3,19,68,69
Furnariidae,15,3,3,19,67,71
Furnariidae,15,3,3,18,60,70
Furnariidae,15,2,3,18,60,72
Furnariidae,13,2,3,18,63,66
Furnariidae,16,2,4,21,57,64
Furnariidae,15,2,3,17,56,66
Furnariidae,25,6,6,23,99,81
Furnariidae,24,6,6,22,98,78
Furnariidae,72,5,7,29,135,112
Furnariidae,73,5,6,33,134,110
Furnariidae,77,5,7,34,134,109
Furnariidae,75,5,7,34,138,114
Furnariidae,64,5,7,29,130,99
Furnariidae,64,5,7,28,123,126
Furnariidae,16,2,3,23,71,58
Furnariidae,16,2,3,25,70,56
Furnariidae,26,4,5,29,95,54
Furnariidae,25,4,5,31,90,52
Furnariidae,15,3,3,19,101,61
Furnariidae,17,3,4,16,78,45
Furnariidae,16,3,4,19,77,48
Furnariidae,36,3,5,20,86,76
Furnariidae,36,3,5,18,86,79
Furnariidae,10,2,3,17,61,96
Furnariidae,10,3,3,18,60,96
Furnariidae,15,2,3,17,56,112
Furnariidae,14,2,2,22,55,111
Furnariidae,12,2,2,20,61,92
Furnariidae,10,2,2,17,57,92
Furnariidae,12,3,3,14,58,48
Furnariidae,11,2,3,14,58,48
Furnariidae,28,3,4,24,75,72
Furnariidae,27,3,4,24,74,70
Furnariidae,26,3,4,25,85,85
Furnariidae,26,3,4,23,82,88
Furnariidae,24,3,5,21,69,89
Furnariidae,24,3,5,22,70,91
Furnariidae,21,3,5,23,76,90
Furnariidae,20,3,5,23,75,87
Furnariidae,13,2,3,17,55,58
Furnariidae,19,3,4,23,68,72
Furnariidae,17,3,4,22,67,68
Furnariidae,18,3,5,19,84,76
Furnariidae,18,2,4,20,61,61
Furnariidae,18,3,3,21,59,56
Furnariidae,14,2,3,20,55,69
Furnariidae,13,3,3,19,56,60
Furnariidae,24,4,5,25,96,91
Furnariidae,24,4,5,25,96,90
Furnariidae,25,5,7,33,119,95
Furnariidae,24,5,6,32,117,100
Furnariidae,22,3,5,21,84,56
Furnariidae,22,3,5,20,83,56
Furnariidae,12,2,3,16,65,49
Furnariidae,12,2,2,16,63,49
Furnariidae,18,2,2,23,54,171
Furnariidae,18,2,2,22,50,172
Furnariidae,15,2,4,19,59,66
Furnariidae,14,2,3,19,57,66
Furnariidae,14,2,4,18,62,96
Furnariidae,15,2,4,21,61,76
Furnariidae,15,3,4,22,56,71
Furnariidae,14,3,4,21,56,71
Furnariidae,14,4,4,19,52,71
Furnariidae,20,3,4,21,65,90
Furnariidae,19,3,4,20,65,94
Furnariidae,14,2,3,21,56,75
Furnariidae,14,2,3,20,57,71
Furnariidae,15,2,3,22,62,101
Furnariidae,14,3,4,23,62,98
Furnariidae,20,3,7,22,94,72
Furnariidae,20,3,6,23,83,71
Furnariidae,19,4,5,22,79,66
Furnariidae,19,4,6,23,81,69
Furnariidae,28,5,7,26,101,89
Furnariidae,27,5,7,28,97,87
Furnariidae,35,3,4,26,86,62
Furnariidae,36,4,5,26,85,62
Furnariidae,59,8,11,34,147,114
Furnariidae,57,8,11,33,146,114
Furnariidae,18,4,4,18,72,75
Furnariidae,25,4,7,24,88,78
Furnariidae,24,4,7,25,92,80
Furnariidae,21,4,6,19,89,75
Furnariidae,22,3,6,19,89,75
Furnariidae,26,4,5,19,84,69
Furnariidae,26,4,5,18,85,73
Furnariidae,28,4,6,30,102,101
Furnariidae,28,4,6,27,98,97
Furnariidae,26,4,6,26,95,84
Furnariidae,26,4,6,25,99,88
Furnariidae,15,3,3,15,58,63
Furnariidae,15,2,3,15,60,63
Furnariidae,16,2,3,18,61,64
Furnariidae,16,2,4,16,61,66
Furnariidae,31,6,7,24,106,87
Furnariidae,29,6,7,25,103,88
Furnariidae,13,3,3,18,68,51
Furnariidae,14,3,3,16,68,56
Furnariidae,46,9,11,31,130,115
Furnariidae,18,3,5,22,64,72
Furnariidae,18,3,5,21,67,71
Furnariidae,21,5,6,21,92,66
Furnariidae,26,4,6,30,102,91
Furnariidae,24,4,6,31,104,92
Furnariidae,13,2,2,20,55,66
Furnariidae,13,2,3,15,59,66
Furnariidae,18,3,4,19,58,67
Furnariidae,16,2,4,19,60,66
Furnariidae,19,4,6,22,77,74
Furnariidae,12,3,3,12,62,37
Furnariidae,11,2,3,13,62,44
Furnariidae,52,7,11,30,131,125
Furnariidae,50,7,10,30,120,125
Furnariidae,35,6,6,20,94,79
Hirundinidae,8,2,2,10,88,50
Hirundinidae,8,2,3,10,87,50
Hirundinidae,8,2,2,10,89,56
Hirundinidae,8,3,2,12,104,74
Hirundinidae,8,3,2,14,103,85
Hirundinidae,8,3,2,15,102,77
Hirundinidae,8,3,2,15,98,68
Hirundinidae,8,2,2,15,97,80
Hirundinidae,8,3,2,10,93,47
Hirundinidae,15,4,4,16,117,39
Hirundinidae,11,3,2,10,116,57
Hirundinidae,10,3,2,10,106,66
Hirundinidae,9,4,2,9,95,57
Hirundinidae,10,3,2,10,101,48
Hirundinidae,11,4,2,9,100,59
Hirundinidae,10,3,2,9,100,64
Hirundinidae,10,4,2,10,103,51
Hirundinidae,10,3,2,9,100,56
Hirundinidae,10,3,2,10,97,56
Hirundinidae,11,3,3,10,117,67
Hirundinidae,9,3,2,9,102,61
Hirundinidae,10,4,2,11,108,77
Hirundinidae,10,3,2,10,116,82
Hirundinidae,10,3,3,10,111,85
Hirundinidae,11,3,3,11,104,47
Hirundinidae,9,3,2,10,108,65
Hirundinidae,9,3,2,10,107,62
Hirundinidae,9,3,2,10,109,60
Hirundinidae,9,3,2,10,100,52
Hirundinidae,12,5,3,17,128,61
Hirundinidae,10,3,2,11,121,69
Hirundinidae,7,2,2,11,91,54
Hirundinidae,8,3,2,11,92,45
Hirundinidae,10,4,3,13,100,49
Hirundinidae,9,4,3,12,102,51
Hirundinidae,10,4,3,13,103,51
Hirundinidae,8,2,2,10,104,61
Hirundinidae,9,3,2,10,104,56
Hirundinidae,8,3,2,11,93,61
Hirundinidae,7,3,2,10,98,54
Hirundinidae,8,2,2,10,96,56
Hirundinidae,7,3,2,10,95,58
Hirundinidae,10,3,3,13,111,65
Hirundinidae,11,3,3,14,113,62
Hirundinidae,11,3,3,12,119,60
Hirundinidae,10,3,3,13,111,57
Hirundinidae,9,3,2,10,100,53
Hirundinidae,8,3,2,12,99,49
Hirundinidae,15,5,4,14,144,71
Hirundinidae,15,5,4,13,141,78
Hirundinidae,16,6,4,13,137,80
Hirundinidae,8,2,2,9,96,65
Hirundinidae,8,3,2,9,96,63
Hirundinidae,9,2,2,10,101,66
Hirundinidae,8,2,2,9,98,59
Hirundinidae,7,2,2,10,106,79
Hirundinidae,8,2,2,12,93,77
Hirundinidae,15,6,4,15,116,46
Hirundinidae,14,5,4,13,119,55
Hirundinidae,12,5,5,14,116,47
Hirundinidae,14,4,5,13,119,52
Hirundinidae,11,4,2,11,131,59
Hirundinidae,11,3,2,11,129,67
Hirundinidae,9,3,2,12,124,65
Hirundinidae,7,3,2,9,91,69
Hirundinidae,7,2,1,12,90,42
Hirundinidae,7,2,2,12,89,48
Hirundinidae,10,2,2,10,103,44
Hirundinidae,9,3,2,9,104,45
Hirundinidae,9,2,2,10,111,48
Hirundinidae,10,3,2,10,111,53
Hirundinidae,10,3,2,12,114,53
Hirundinidae,8,3,2,10,108,57
Hirundinidae,8,3,2,9,94,53
Hirundinidae,9,3,2,11,95,42
Hirundinidae,7,4,2,11,96,43
Hirundinidae,7,3,2,10,94,63
Hirundinidae,6,3,2,10,89,57
Hirundinidae,7,3,3,11,95,58
Hirundinidae,11,4,3,16,128,111
Hirundinidae,8,3,3,10,108,53
Hirundinidae,8,3,2,11,105,50
Hirundinidae,8,3,2,10,93,40
Hirundinidae,12,4,3,11,127,63
Hirundinidae,9,3,2,11,98,47
Hirundinidae,9,3,3,11,96,48
Hirundinidae,11,3,3,13,109,62
Hirundinidae,11,3,2,12,110,58
Hirundinidae,13,5,4,15,142,82
Hirundinidae,12,5,4,15,139,81
Hirundinidae,13,4,3,14,128,69
Hirundinidae,13,3,3,14,127,65
Hirundinidae,12,4,3,14,123,69
Hirundinidae,7,2,1,8,89,71
Hirundinidae,14,4,5,14,120,54
Hirundinidae,10,2,2,9,103,44
Hirundinidae,10,3,2,9,111,51
Hirundinidae,10,4,3,12,119,75
Hirundinidae,11,4,2,12,115,69
Hirundinidae,9,3,2,10,106,54
Hirundinidae,9,2,2,10,109,56
Hirundinidae,10,3,2,11,109,59
Hirundinidae,8,3,2,9,90,56
Hirundinidae,10,3,3,12,114,53
Meliphagidae,33,4,5,27,131,137
Meliphagidae,15,3,3,16,81,53
Meliphagidae,17,3,3,16,90,53
Meliphagidae,17,3,3,17,89,53
Meliphagidae,25,4,5,27,122,108
Meliphagidae,26,4,4,27,123,107
Meliphagidae,25,4,4,26,119,102
Meliphagidae,24,4,4,25,121,113
Meliphagidae,24,3,4,26,121,108
Meliphagidae,35,4,6,39,136,131
Meliphagidae,32,4,6,39,136,122
Meliphagidae,26,5,6,37,141,137
Meliphagidae,23,5,7,39,140,147
Meliphagidae,20,3,4,20,79,69
Meliphagidae,22,3,4,19,79,70
Meliphagidae,21,3,3,21,81,71
Meliphagidae,21,3,3,20,81,70
Meliphagidae,22,3,4,21,82,74
Meliphagidae,23,3,4,21,83,76
Meliphagidae,24,3,4,23,90,79
Meliphagidae,24,3,4,21,90,80
Meliphagidae,36,5,8,29,140,123
Meliphagidae,35,5,8,29,142,124
Meliphagidae,24,2,4,20,76,73
Meliphagidae,25,2,4,20,76,72
Meliphagidae,16,3,3,16,65,43
Meliphagidae,25,3,4,24,93,78
Meliphagidae,23,3,4,25,95,80
Meliphagidae,26,4,5,25,106,93
Meliphagidae,27,3,4,24,104,92
Meliphagidae,11,2,2,17,63,41
Meliphagidae,11,2,2,16,62,41
Meliphagidae,28,4,5,25,115,115
Meliphagidae,26,3,5,25,115,114
Meliphagidae,25,2,2,21,59,59
Meliphagidae,24,2,2,20,67,61
Meliphagidae,28,2,2,19,69,62
Meliphagidae,27,2,2,18,72,64
Meliphagidae,26,2,2,19,70,65
Meliphagidae,24,5,6,34,160,179
Meliphagidae,24,3,5,25,119,135
Meliphagidae,30,4,5,28,122,140
Meliphagidae,29,4,5,29,121,136
Meliphagidae,32,5,6,38,171,227
Meliphagidae,31,4,6,40,173,251
Meliphagidae,30,4,6,41,171,250
Meliphagidae,20,3,4,23,111,98
Meliphagidae,19,3,4,24,82,77
Meliphagidae,17,3,3,23,76,45
Meliphagidae,13,3,3,21,77,45
Meliphagidae,14,3,3,19,74,43
Meliphagidae,13,3,3,21,74,41
Meliphagidae,25,3,3,22,92,87
Meliphagidae,25,3,4,24,93,86
Meliphagidae,27,3,4,25,104,90
Meliphagidae,18,2,3,18,77,70
Meliphagidae,16,2,3,18,76,69
Meliphagidae,17,2,3,18,78,70
Meliphagidae,28,3,4,22,93,81
Meliphagidae,25,3,4,22,94,82
Meliphagidae,25,3,4,26,105,97
Meliphagidae,27,3,4,24,102,98
Meliphagidae,25,3,3,24,94,89
Meliphagidae,23,3,4,22,90,84
Meliphagidae,21,3,3,19,85,70
Meliphagidae,20,3,3,21,85,68
Meliphagidae,19,3,3,22,80,63
Meliphagidae,19,3,3,21,82,65
Meliphagidae,20,2,3,21,82,66
Meliphagidae,15,2,3,17,63,39
Meliphagidae,15,2,2,15,70,48
Meliphagidae,15,2,2,17,70,48
Meliphagidae,14,2,2,14,64,42
Meliphagidae,14,2,2,18,65,51
Meliphagidae,13,2,3,17,67,46
Meliphagidae,14,2,3,19,67,47
Meliphagidae,13,3,3,17,65,44
Meliphagidae,10,2,2,16,63,42
Meliphagidae,11,2,2,17,62,43
Meliphagidae,32,5,7,33,158,125
Meliphagidae,35,5,7,32,157,130
Meliphagidae,14,3,2,19,70,46
Meliphagidae,12,2,2,18,60,47
Meliphagidae,13,2,2,18,63,40
Meliphagidae,13,2,2,17,64,41
Meliphagidae,12,2,2,18,58,39
Meliphagidae,12,2,2,17,58,42
Meliphagidae,13,2,3,18,69,46
Meliphagidae,14,2,2,18,66,40
Meliphagidae,13,2,2,18,66,42
Meliphagidae,13,2,2,18,69,39
Meliphagidae,29,3,4,30,106,84
Meliphagidae,27,3,4,31,105,81
Meliphagidae,26,4,4,31,108,94
Meliphagidae,28,4,4,31,106,90
Meliphagidae,23,3,4,24,89,82
Meliphagidae,22,3,4,25,98,93
Meliphagidae,23,3,4,26,98,93
Meliphagidae,19,3,3,23,88,80
Meliphagidae,23,3,4,26,95,88
Meliphagidae,25,3,4,24,97,80
Meliphagidae,27,4,4,25,96,86
Meliphagidae,25,3,4,26,100,94
Meliphagidae,19,2,3,23,83,82
Meliphagidae,20,3,4,20,92,88
Meliphagidae,21,3,4,24,95,88
Meliphagidae,20,3,3,23,95,86
Meliphagidae,21,3,3,23,90,85
Meliphagidae,22,2,3,22,80,69
Meliphagidae,32,3,4,28,89,76
Meliphagidae,32,3,4,28,87,76
Meliphagidae,30,3,3,25,84,76
Meliphagidae,29,3,4,27,92,89
Meliphagidae,13,2,2,16,55,42
Meliphagidae,16,2,3,16,63,51
Meliphagidae,14,3,2,16,58,38
Meliphagidae,14,2,2,19,62,40
Meliphagidae,15,2,3,17,61,42
Meliphagidae,16,3,3,18,91,57
Meliphagidae,17,3,3,17,90,58
Meliphagidae,16,3,4,17,82,51
Meliphagidae,47,6,10,50,174,182
Meliphagidae,51,6,10,50,179,178
Meliphagidae,41,5,6,38,130,120
Meliphagidae,42,5,7,42,136,125
Meliphagidae,42,5,7,39,132,126
Meliphagidae,41,4,6,35,133,125
Meliphagidae,43,5,6,39,136,130
Meliphagidae,37,4,5,35,113,107
Meliphagidae,40,4,4,33,113,108
Meliphagidae,18,2,3,21,80,76
Meliphagidae,20,2,3,21,82,81
Meliphagidae,19,3,4,21,83,76
Meliphagidae,19,2,3,23,76,73
Meliphagidae,19,3,3,19,76,82
Meliphagidae,20,3,4,21,84,78
Meliphagidae,20,3,4,22,84,81
Meliphagidae,20,3,4,22,86,90
Meliphagidae,21,2,3,16,70,58
Meliphagidae,17,2,3,17,65,52
Meliphagidae,18,2,3,17,66,52
Meliphagidae,21,2,3,19,76,63
Meliphagidae,22,3,3,19,77,64
Meliphagidae,18,2,2,18,68,57
Meliphagidae,17,2,3,17,67,58
Meliphagidae,31,5,7,57,180,149
Meliphagidae,32,5,7,53,176,146
Meliphagidae,35,6,8,62,201,157
Meliphagidae,37,6,9,62,197,146
Meliphagidae,31,6,8,59,204,170
Meliphagidae,28,4,5,31,130,108
Meliphagidae,27,4,5,29,133,115
Meliphagidae,26,4,5,29,136,127
Meliphagidae,22,4,5,29,133,120
Meliphagidae,16,2,5,23,97,82
Meliphagidae,17,2,5,23,95,82
Meliphagidae,34,4,5,31,139,112
Meliphagidae,41,5,5,33,144,127
Meliphagidae,43,5,5,32,150,129
Meliphagidae,38,4,5,37,169,154
Meliphagidae,38,4,5,36,163,135
Meliphagidae,29,4,4,30,110,108
Meliphagidae,29,4,4,32,109,108
Meliphagidae,38,5,6,39,134,112
Meliphagidae,37,5,6,33,135,122
Meliphagidae,30,3,4,27,111,110
Meliphagidae,35,4,5,29,122,107
Meliphagidae,31,4,5,27,114,105
Meliphagidae,35,4,6,27,120,108
Meliphagidae,47,4,4,34,111,111
Meliphagidae,47,4,4,33,111,108
Meliphagidae,28,3,5,25,103,94
Meliphagidae,29,3,5,25,111,99
Meliphagidae,44,5,5,23,88,75
Meliphagidae,43,5,5,25,101,83
Meliphagidae,29,4,5,29,103,83
Meliphagidae,28,4,5,29,103,83
Meliphagidae,28,3,5,30,105,84
Meliphagidae,21,3,4,20,91,74
Meliphagidae,23,3,4,20,91,74
Meliphagidae,23,3,4,23,89,77
Meliphagidae,24,3,4,24,85,73
Meliphagidae,23,3,4,23,86,68
Meliphagidae,24,3,4,23,83,71
Meliphagidae,22,4,5,31,103,102
Meliphagidae,20,4,4,29,101,93
Meliphagidae,23,4,6,29,110,98
Meliphagidae,14,3,3,17,78,63
Meliphagidae,13,3,3,18,77,62
Meliphagidae,14,3,3,18,74,63
Meliphagidae,14,3,3,18,78,64
Meliphagidae,14,2,3,16,72,53
Meliphagidae,15,2,3,15,76,60
Meliphagidae,13,2,3,15,70,56
Meliphagidae,13,2,3,14,66,57
Meliphagidae,13,2,3,17,68,57
Meliphagidae,13,3,3,16,68,57
Meliphagidae,18,3,3,18,78,61
Meliphagidae,17,3,4,19,84,62
Meliphagidae,16,3,4,19,86,67
Meliphagidae,13,3,4,16,78,60
Meliphagidae,13,2,3,15,69,54
Meliphagidae,14,3,3,16,77,63
Meliphagidae,13,2,3,16,71,55
Meliphagidae,20,4,4,21,84,73
Meliphagidae,20,4,4,20,81,72
Meliphagidae,20,4,4,20,81,69
Meliphagidae,19,4,5,21,82,67
Meliphagidae,20,3,4,22,91,84
Meliphagidae,22,3,4,20,89,89
Meliphagidae,22,3,3,19,84,73
Meliphagidae,22,3,4,21,81,71
Meliphagidae,21,3,4,21,88,72
Meliphagidae,22,3,4,21,84,71
Meliphagidae,22,3,4,21,85,71
Meliphagidae,22,3,4,20,83,67
Meliphagidae,20,3,4,21,69,61
Meliphagidae,21,2,3,29,77,68
Meliphagidae,20,2,3,19,76,66
Meliphagidae,22,3,3,18,76,67
Meliphagidae,20,2,3,18,68,54
Meliphagidae,20,3,3,20,78,68
Meliphagidae,22,3,3,18,76,72
Meliphagidae,21,3,4,21,81,70
Meliphagidae,24,3,4,22,89,73
Meliphagidae,20,2,3,19,77,64
Meliphagidae,23,3,4,21,86,73
Meliphagidae,22,2,3,20,75,66
Meliphagidae,20,2,3,19,69,65
Meliphagidae,21,2,3,20,72,60
Meliphagidae,20,2,3,20,71,62
Meliphagidae,22,3,3,23,81,70
Meliphagidae,24,3,4,24,78,81
Meliphagidae,22,2,4,21,75,67
Meliphagidae,28,3,4,20,76,67
Meliphagidae,29,3,4,20,79,69
Meliphagidae,29,3,4,19,80,70
Meliphagidae,29,4,5,27,101,95
Meliphagidae,27,3,4,28,85,82
Meliphagidae,16,2,2,16,55,37
Meliphagidae,15,2,2,15,55,37
Meliphagidae,19,2,3,19,66,45
Meliphagidae,21,3,3,20,72,50
Meliphagidae,21,3,3,18,72,54
Meliphagidae,19,2,2,18,65,48
Meliphagidae,18,2,3,20,75,52
Meliphagidae,18,2,3,21,74,51
Meliphagidae,16,2,2,14,52,36
Meliphagidae,24,3,3,18,63,50
Meliphagidae,15,2,3,15,59,41
Meliphagidae,20,3,3,16,64,46
Meliphagidae,20,3,3,16,62,52
Meliphagidae,19,2,3,17,61,54
Meliphagidae,19,2,3,17,71,62
Meliphagidae,18,2,2,14,56,43
Meliphagidae,18,3,2,17,61,44
Meliphagidae,17,3,3,16,63,42
Meliphagidae,16,2,2,15,54,40
Meliphagidae,15,2,2,15,53,41
Meliphagidae,15,2,2,13,57,40
Meliphagidae,15,2,2,14,57,38
Meliphagidae,21,3,3,26,104,100
Meliphagidae,20,4,2,26,104,104
Meliphagidae,20,3,3,24,105,103
Meliphagidae,21,2,3,24,107,104
Meliphagidae,20,2,3,21,90,90
Meliphagidae,53,8,12,44,184,139
Meliphagidae,50,8,12,43,185,145
Meliphagidae,36,4,7,29,127,104
Meliphagidae,37,5,7,28,136,116
Meliphagidae,37,5,7,28,136,117
Meliphagidae,29,5,5,25,102,100
Meliphagidae,30,5,5,25,99,90
Meliphagidae,38,6,8,31,133,119
Meliphagidae,38,6,8,33,131,121
Meliphagidae,39,5,8,33,136,120
Meliphagidae,42,6,9,36,149,136
Meliphagidae,47,6,10,38,155,135
